token,label
level,N
.,PUNC
Eppudu,X
top,ADJ
position,N
enjoy,V
chese,N
person,N
last,ADJ
matladathadu,N
.,PUNC
It,PRON
was,V
Chiru,N
all,DET
these,DET
days,N
Yday,N
",",PUNC
it,PRON
changed,V
"""",PUNC
,
"""",PUNC
Mahesh,N
fans,N
ni,ADP
tag,N
cheyakandi,N
asalu,N
tweets,N
lo,V
",",PUNC
lgk,DET
brains,N
entha,ADP
chepina,V
vallaki,V
em,PRON
ardamkadhu,X
"""",PUNC
,
@kostha_bidda,X
2,PUNC
day's,N
nuchi,N
naaku,N
reply,V
cheyyatem,ADJ
ledhu,N
pic.twitter.com/ePHlWIJqkJ,X
,
"""",PUNC
@iamnagarjuna,X
wow,PART
mindblowing,ADJ
sir,N
",",PUNC
Asalu,N
trailer,N
kirrak,N
anthe,N
.,PUNC
#Manam,X
",",PUNC
#soggadechinninayana,X
",",PUNC
now,ADV
#Oopiri,X
Hatric,N
Blockbusters,N
anthe,N
.......,PUNC
"""",PUNC
,
Mahesh,N
surprises,V
me,PRON
every,DET
time,N
with,ADP
his,PRON
craze,ADJ
...,PUNC
Andhuku,X
kadha,X
fans,N
eppudu,X
manchi,X
kick,N
lo,X
undedhi,X
..,PUNC
24,PUNC
#splshows,X
and,CONJ
tickets,N
in,ADP
black,ADJ
,
@YogiTweetz,X
@AR3661,X
Ya,PART
@RobertDowneyJr,X
nailed,V
it,PRON
as,ADP
IM,N
ah,PART
Attitude,N
peaks,N
asalu,N
,
Rey,N
entraa,N
idi,X
...,PUNC
#VulgarStarBalayya,X
asalu,V
em,PRON
jaruguthondi,X
https://,X
twitter.com/TrendsHyderaba,X
d/status/707142139336122368,X
,
@meghanavirat,X
mee,PRON
iPhone,N
lu,N
unnaye,N
.,PUNC
Maa,DET
emotion,N
eppudu,ADV
correct,ADJ
ga,N
ardham,N
chesukodu,N
pic.twitter.com/eVN5PVkURg,X
,
"""",PUNC
@sachiinjoshi,X
@ganeshbandla,X
Asalu,N
9,PUNC
Films,N
chesna,V
",",PUNC
1,PUNC
Rupee,N
aina,N
#RamCharan,N
valla,N
vachinda,V
",,",PUNC
motham,N
Chiranjeevi,N
vallane,N
antunaru,N
"""",PUNC
,
Open,ADJ
Heart,N
RK,N
with,ADP
Bala,N
Sai,N
baba,N
this,PRON
week,N
refill,PART
...!!,PUNC
Asalu,ADP
Rk,N
anta,ADP
sarcastic,ADJ
anchor,N
inkokarni,PUNC
chudale,V
Tv,N
lo,ADP
,
Bahuballi,N
Telugu,N
version,N
rcrds,N
ni,PRON
blast,N
cheyadamme,ADP
sardar,N
target,N
..,PUNC
Graphic,N
cheyyam,V
rooyyi,X
..,PUNC
Eppudu,ADP
imagination,N
Appudu,ADP
reality,PRON
and,CONJ
royalty,ADJ
.,PUNC
,
"""",PUNC
@HanuNtr,X
Japan,N
lo,N
NTR,N
craze,N
gurunchi,N
media,N
kodi,N
ayi,N
kusina,N
"""""",PUNC
anties,V
ki,N
telidu,N
ane,N
edustaru,N
bro,N
bcoz,ADP
thy,DET
can't,V
digest,V
the,DET
Fact,N
"""""""",PUNC
,
@prashantbme,X
@pratyusha,X
adhi,PRON
Sonu,N
nigam,N
song,N
aa,DET
intha,X
daaka,X
telidu,V
.,PUNC
But,CONJ
aa,DET
tune,N
koncham,ADV
irritating,ADJ
gaane,V
untundi,V
.,PUNC
,
@srivallipawan,X
@Pa1fans,X
@SaiDharamTejfan,X
Naku,X
telidu,X
anduke,X
asking,V
,
@meghanavirat,X
mee,PRON
iPhone,N
lu,N
unnaye,X
.,PUNC
Maa,DET
emotion,N
eppudu,ADV
correct,ADJ
ga,N
ardham,X
chesukodu,X
pic.twitter.com/eVN5PVkURg,X
,
@pavandarling26,X
khaleja,N
4.18,PUNC
bro,N
day,N
mari,ADP
anthakante,V
mundhu,N
edi,PRON
undo,V
record,N
telidu,V
naaku,PRON
@Sama_Gautham,X
@jchanukya,X
@Mirchi_Prabhas,X
,
oho,PART
naa,PRON
status,N
ikkadidaaka,ADP
paakindha,V
..,PUNC
:P,INTJ
Troll,N
Tollywood,N
,
Nenu,PRON
nunchunna,N
place,N
Edaina,PRON
station,N
aipoddiroo/m\,V
pic.twitter.com/4RaXLABDQl,X
,
@kuncheraghu,X
@trishtrashers,X
sir,N
miru,N
like,ADP
thappinchi,N
reply,V
ivvara,N
:p,INTJ
eppudu,ADJ
release,N
chestharo,N
date,N
ayina,N
cheppandi,X
@DirectorGovi,X
garini,PART
adgi,PART
,
Sollu,X
Comedy,N
.,PUNC
,
@TweetDonga,X
naaku,X
audio+visuals,N
nachindi,N
ivi,X
...,PUNC
enni,X
saarlu,X
vinna/chusina,X
same,ADJ
feel,V
but,CONJ
e,X
mohanbabu,X
song,N
ante,N
,
@satishkotagiri1,X
@Maheshaddict,X
@UstrulyMahesh,X
#athadu,X
super,ADV
hit,V
ichadu,V
Ani,N
Naaku,PRON
konchem,N
respect,V
anthey,N
,
@dirbobby,X
em,PRON
chestavo,V
telidu,N
Trailer,N
matram,N
adiripoyela,N
cut,N
chey,PART
...,PUNC
teasers,N
lo,ADP
la,N
walking,V
shots,N
inka,X
vaddu,X
,
@RGVzoomin,X
naaku,PRON
mee,PRON
direction,N
lo,ADP
cheyali,V
ani,X
undi,V
sir,N
chance,N
isthe,V
,
@ActivePJ,X
ultimate,ADJ
game,N
asalu,N
,
ivala,X
reviews,N
nammakapotey,X
malli,N
repu,X
mrng,N
show,N
talk,N
choodandi,N
fansss,N
..,PUNC
No,DET
offence,N
,
reiiiiiiiiiiii,N
....,PUNC
cinema,N
blockbuster,N
industry,N
hit,V
....,PUNC
intiki,X
veli,X
dabbul,N
techeyandi,N
2nd,X
show,N
nunchi,N
manmey,N
tickets,N
konali,X
,
"""",PUNC
Nenu,N
nammi,N
follow,V
ayye,PART
5,PUNC
points,N
:,PUNC
Family,N
",",PUNC
Education,N
",",PUNC
Health,N
",",PUNC
Love,N
",",PUNC
Carrier,N
-->,PUNC
#RamCharan,X
in,ADP
Mallareddy,N
Engg,N
College,N
.,PUNC
pic.twitter.com/8YfDwDU7PP,X
"""",PUNC
,
Hero,N
:,PUNC
Decent,ADJ
",",PUNC
needs,V
to,ADP
improve,V
",",PUNC
Kurrodu,N
ba,N
height,N
kada,X
dancelavi,X
elagu,ADV
expect,V
cheyalem,V
..,PUNC
,
Kabaddi,N
players,N
release,N
ayyaraa,N
,
Vaarni,N
first,ADJ
time,N
ke,X
vachindi,X
naaku,X
@TheFunnyTeens,X
pic.twitter.com/uzCZYH01kv,X
,
it,PRON
may,V
not,ADV
launch,V
that,PRON
soon,ADV
in,ADP
india,N
there,DET
are,V
many,PUNC
restrictions,N
here,PRON
.,PUNC
if,ADP
it,PRON
happens,V
then,ADV
the,DET
first,ADJ
people,N
who,PRON
are,V
going,V
to,ADP
be,V
on,ADP
cloud,N
9,PUNC
is,V
mahesh,N
fans,N
:D,INTJ
overseas,N
lo,ADP
rentrack,N
undi,N
kabati,V
mahesh,N
movies,N
baaga,PUNC
pay,V
chestai,V
anni,DET
oppukuntaru,V
leka,X
pothe,ADP
akkada,PRON
kooda,N
maa,PRON
vaadu,PRON
40cr,N
club,N
ane,DET
fans,N
konthamandi,PUNC
antis,N
ane,X
valu,PRON
:D,INTJ
thank,V
god,N
we,PRON
will,V
get,V
rid,ADJ
of,ADP
these,DET
nonsense,N
websites,N
,
<<,PUNC
Jon,N
Snow,N
>>-------------,PUNC
Ram,N
Charan,N
Fan,N
,
Nara,N
Rohit,N
gadu,X
cinemalu,N
eppudu,X
hall,N
lone,X
untai,X
..,PUNC
repu,X
tuntari,X
release,N
anta,X
,
Varanasi,N
eppudu,X
??,PUNC
https://,X
twitter.com/venkatesholeti,X
/status/708311984970792961,N
,
Nenu,X
nunchunna,X
place,N
Edaina,X
station,N
aipoddiroo/m\,X
pic.twitter.com/4RaXLABDQl,X
,
Srimanthudu,N
shivrathri,N
spl,N
shows,V
colls,N
27L,N
full,ADJ
Run,N
colls,N
lo,N
add,V
eppudu,PRON
chestharu,X
ani,X
adiginaa,X
adugutharu,X
pillaa,X
fans,N
,
Dubbing,V
bokka,N
,
"""",PUNC
Mahesh,N
medha,X
Yedavadam,X
lo,X
competition,N
pedthey,X
Mega,ADJ
",",PUNC
N,CONJ
batch,N
&,PUNC
puppy,N
fans,N
ki,X
tie,N
padela,X
vundhi,X
ga,X
",",PUNC
yevadu,X
taggatledhu,X
asalu,X
"""",PUNC
,
"""",PUNC
@srisahu10,X
eppudu,PRON
"""""",PUNC
enni,PRON
saarlu,N
vinna,V
same,ADJ
feel,N
"""""""",PUNC
,
thaman,N
skn,N
ni,N
thosesthe,N
asalu,N
stage,N
ninchi,N
audience,N
seat,N
deggara,N
padipothadu,X
ani,X
cancel,V
chesera,N
?,PUNC
https://,X
mobile.twitter.com/JalapathyG/sta,X
tus/711134939282952192,X
?,PUNC
p,X
=v,X
,
"""",PUNC
@iam_prakky,X
57k,X
na,PRON
super,ADV
Asalu,N
ee,PRON
roju,N
match,N
pettukoni,N
kuda,ADP
".,",PUNC
"""",PUNC
,
"""",PUNC
That,DET
awesome,ADJ
moment,N
when,ADV
Prabhas,N
",",PUNC
Rana,N
",",PUNC
Tamanna,N
and,CONJ
Anushka,N
laughed,V
out,PART
loud,ADJ
by,ADP
discussing,V
our,DET
post,N
about,ADP
HAIRCUT,N
:D,INTJ
,
@alwayscharan4u,X
eela,PART
peeta,N
brains,N
ki,ADP
em,PRON
telustadi,N
bro,N
.,PUNC
Eella,N
hero,N
ki,N
constitution,N
ante,N
ento,X
kuda,X
telidu,N
.,PUNC
Eella,N
ki,N
kapu,N
lo,N
BC,ADP
unnarani,N
telidu,N
,
@Nealpeter,X
shoot,N
telidu,N
undani,N
confirmation,N
vachindi,N
,
Admin,N
Why,ADV
u,PRON
dont,V
encourage,V
our,DET
Bruning,N
star,N
Sampurnesh,N
Babu,N
B|Movies,N
Baahubali,N
Records,N
Badhhalu,N
kodathadu,N
ani,N
bhayama,N
??,PUNC
:-P,INTJ
:v,INTJ
,
@P_S_ANG,X
@IamMaheshFan,X
@urstrulyMahesh,X
@ARMurugadoss,X
@ShraddhaKapoor,X
telidu,V
but,CONJ
shraddha,N
best,ADJ
choice,N
,
miru,N
ekkuva,N
ga,N
ntr,X
ki,X
support,V
chestaru,PRON
enduku,ADV
mega,ADJ
family,N
ki,N
anty,N
ga,N
untaru,N
miku,N
mega,ADJ
family,N
mida,X
jealousy,N
na,ADP
,
-->,PUNC
Bunny,N
&,PUNC
Sruthi,N
hasan's,N
acting,V
,
"""",PUNC
mana,N
#Brahmotsavam,X
cinema,N
pi,N
Mega,ADJ
fans,N
",",PUNC
N,CONJ
fans,N
",",PUNC
Prabhas,N
fans,N
free,ADJ
ga,N
-ve,ADJ
publicity,N
chestunaru,N
.,PUNC
vaala,N
tweets,N
ni,N
asalu,X
leka,X
cheyakandi,X
"""",PUNC
,
Dazzling,ADJ
Beauty,N
nisha,N
kothari,X
showcasing,V
her,PRON
milky,ADV
cleavage,N
in,ADP
telugu,N
film,N
',PUNC
telugulo,X
..,PUNC
z,X
#hot_desi_girls,X
http://,X
actresspicsgallery.com/dazzling-beaut,X
y-nisha-kothari-showcasing-her-milky-cleavage-in-telugu-film-telugulo-naaku-nachani-padam-prema/,X
,
Hw,N
is,V
aagadu,ADJ
movie,N
friends,N
?,PUNC
,
Nithin's,N
SYE,N
&,PUNC
P1,N
Tholiprema,N
will,V
be,V
the,DET
winners,N
.,PUNC
,
@sreeramtej,X
naku,PART
telidu,N
bro,N
...,PUNC
ippude,N
choostunna,X
@urstrulyaswin,X
@Thisisnirup,X
,
@books_thief,X
U,PRON
R,V
so,ADV
advanced,ADJ
girl,N
..,PUNC
thats,N
why,PRON
I,PRON
called,V
U,PRON
TWITTER,N
QUEEN,N
..,PUNC
of,ADP
course,N
naaku,PRON
teliyaka,V
mundu,ADP
nunche,V
;),PUNC
,
@pawan_prasanth,X
asalu,PART
aaa,DET
tweet,N
endi,N
ooo,PART
chusava,N
bro,N
???,PUNC
,
"""",PUNC
Baaboo,N
@crazydiode,X
"""""",PUNC
koddi,N
sepati,N
mundey,N
@S_Sivakumar,X
gaaru,PART
urvaarukamivabandhana,PART
shlokam,N
cheppesaaru,V
.,PUNC
Intalone,X
idi,X
!,PUNC
Abba,PART
!,PUNC
9,PUNC
eppudu,N
?,PUNC
"""""""",PUNC
,
@kostha_bidda,X
@Harysh_cherry,X
bro,N
vadu,N
yevado,X
Naaku,X
kuda,X
tag,N
chesadu,N
..,PUNC
,
aaa,DET
P,N
edho,N
nuvve,V
mee,PRON
pebby,ADV
di,X
naaku,X
https://,X
twitter.com/naveenrsingh9/,X
status/706474288275070977,N
,
TL,N
lo,ADP
Mahesh,N
Fans,N
nd,CONJ
Prabhas,N
Fans,N
pithre,V
Veshaluuuu,N
baboiii,N
.....,PUNC
E,X
pebbi,X
Gaadini,N
Chustunteney,N
chiraaku,N
naaku,N
Yuck,PART
Thu,N
...,PUNC
,
#SardarGabbarSingh,X
asalu,N
sir,N
vaadu,N
cowboy,N
movie,N
cheyaalsindhiii,X
..,PUNC
Okadu,N
chesaadu,N
.,PUNC
tuntari,N
dhongo,N
..,PUNC
takkari,N
dhongo,N
..,PUNC
Anthe,N
trend,N
stop,V
...,PUNC
hehe,PART
.,PUNC
,
@V6_Suresh,X
Ha,PART
visual,ADJ
lo,N
just,ADV
follow,V
ayinattu,PRON
undi,X
...,PUNC
comment,V
chesada,V
leda,X
anedi,X
pakka,X
ga,ADP
telidu,V
kada,X
bro,N
...,PUNC
@chvrkraju,X
,
@SrilathaV20,X
Manam,X
eppudu,X
same,ADJ
ye,PRON
,
@IamIVK,X
superb,ADJ
Asalu,N
.,PUNC
chala,X
roju,X
la,X
tarvatha,X
SRK,N
mve,V
exciting,ADJ
ga,N
anipinchindi.mv,X
kosam,N
waiting,V
chesela,ADP
undi,N
.,PUNC
evng,N
nundi,N
chustune,N
unna,X
trailer,N
.,PUNC
,
appatlo,N
theatre,N
lo,N
chusano,N
ledho,N
telidu,N
tv,N
lo,ADP
chudadam,N
jarigindi,N
.,PUNC
climax,N
lo,ADP
acting,V
#15yearsformurari,X
,
Paathala,N
Bhairavi,N
movie,N
ni,ADP
remake,V
chesthe,V
...,PUNC
evaru,PRON
set,V
avtharu,V
hero,N
and,CONJ
villan,N
characters,N
ki,ADP
....,PUNC
,
ballaya,N
kotha,X
movie,N
eppudu,X
......,PUNC
,
#NTR,X
anedi,PRON
oka,PART
emotion,N
Prathi,N
emotion,N
ki,X
oka,PART
end,N
vuntundi,V
NTR,N
aney,DET
emotion,N
maatram,N
eppudu,N
extend,V
avthuney,V
vuntundhi,V
#JanathaGarage,X
#NTR26,X
,
Naaku,N
Nuvvu,N
Tappa,N
Inko,N
Tandri,N
Teledu,N
Naana,N
#Prasthanam,X
Seriously,ADV
i,PRON
cant,V
come,V
out,PART
from,ADP
the,DET
Trance,N
This,DET
movie,N
created,V
@devakatta,X
#Sharwa,X
,
@RamCharanFann,X
@alwaysBVR,X
nenu,N
vac,N
we,PRON
came,V
all,DET
the,DET
way,N
just,ADV
to,ADP
meet,V
you,PRON
guys,N
pls,V
contact,V
9505128888,PUNC
if,ADP
u,PRON
want,V
take,V
a,DET
picture,N
!!,PUNC
Cheers,PART
thanks,N
,
Senior,ADJ
hero,N
records,N
antunnaru,V
ento,PRON
...,PUNC
Boss,N
cinema,N
eppudu,PRON
vastundi,V
asalu,N
,
"""",PUNC
Mega,N
Page,N
ani,N
pettuko,N
"""",PUNC
,
Manakunna,N
cinema,N
picchi,N
ki,ADP
ey,PRON
language,N
movies,N
vadhalakunda,V
chusesthaam,V
..,PUNC
31st,ADJ
na,ADP
Telugu,N
lo,ADP
kuda,ADP
release,V
kaabothundhi,V
kabatti,CONJ
mee,PRON
kosam,ADV
short,ADJ
review,N
.,PUNC
,
@baluadusumilli,X
reply,V
ki,X
quote,N
ki,X
theda,X
eppudu,X
telusukuntaav,X
?,PUNC
pic.twitter.com/CTgCvkK5x2,X
,
@dd_kajenian,X
adi,X
eppudu,PRON
chepparu,V
!!,PUNC
After,ADP
marks,N
realise,V
ayyaka,ADV
cheptaru,V
....,PUNC
,
@dd_kajenian,X
yo,PART
pandu,N
..,PUNC
Happy,ADJ
happy,ADJ
kani,CONJ
eppudu,PRON
donani,X
ela,PRON
edipinchali,V
??,PUNC
,
Still,ADV
surprising,ADJ
..,PUNC
edupu,X
gottu,X
serials,N
teese,X
etv,N
asalu,X
elaa,X
comedy,N
serials,N
only,ADV
tiyalanipinchindi,X
??,PUNC
Any,DET
how,ADV
I'm,N
happy,ADJ
now,ADV
:),PUNC
,
@item_boyy,X
@meghanavirat,X
jus,ADV
now,ADV
digged,V
our,DET
old,ADJ
fb,N
convos,N
..,PUNC
Asalu,PART
how,ADV
you,PRON
know,V
all,DET
my,DET
clg,N
friends,N
friends,N
!??,PUNC
,
online,N
booking,V
eppudu,PRON
start,V
avuthundi,X
,
@iamUpendar,X
naaku,X
anni,X
nachuthayi,X
porapatuna,X
emoji,N
petaledho,X
tweet,V
serious,ADJ
ga,X
theeskuntaru,X
,
Eppudu,N
chusina,N
Remake,N
lena,N
konchem,N
kuda,N
bore,V
kottada,N
update,N
avvandra,X
@PawanKalyan,X
#RCT,N
#CHIRU,N
#MEGAFANS,X
,
First,ADJ
Of,ADP
All,DET
",",PUNC
Hi,PART
Bhayya,N
!,PUNC
Enni,N
pages,N
vachina,N
",",PUNC
u,PRON
will,V
be,V
our,DET
inspiration,N
forever,ADV
...,PUNC
oka,PART
vidhanga,N
maa,DET
page,N
start,V
avvadaniki,N
reason,N
meere,ADJ
:),PUNC
mee,PRON
admins,N
maa,DET
page,N
ni,ADP
follow,V
avtunnara,N
?,PUNC
Any,DET
Suggestions,N
or,CONJ
comments,N
???,PUNC
#AskTrollTollywood,X
,
@sridhar_heat,X
@sivakoratala,X
noooo,PART
.......,PUNC
naaku,X
eppatinundo,X
fav,ADJ
vellu,N
.....,PUNC
ey,PART
movie,N
hit,V
ayyi,X
..,PUNC
rlz,N
Ina,X
kuda,X
....,PUNC
velliddare,N
,
@ramani0808,X
@ms_its_me,X
enti,X
MS,N
ki,N
love,V
story,N
vunda,N
..,PUNC
na,ADP
raajyam,X
lo,X
naaku,X
telikunda,X
inni,X
kutrala,X
,
@NarensTweetz,X
soo,ADV
true,ADJ
severly,ADV
overrated,ADJ
ante,N
#TheRevenant,X
asalu,N
cinatography,N
thappa,X
emi,N
undhi,N
????,PUNC
,
@bkrsatish,X
#SardaarGabbarSingh,X
Audio,N
Eppudu,PRON
bro,N
?,PUNC
,
"""",PUNC
@jaipalreddy_27,X
@sumandhfm,X
naku,PRON
Ledu,N
asalu,N
.,PUNC
Maa,X
family,N
lo,ADP
evaru,PRON
Krishna,N
garu,N
fans,N
leru,N
.,PUNC
Antha,ADP
sr,N
",",PUNC
ntr,N
fans,N
ye,PRON
.,PUNC
"""",PUNC
,
Simhasanam,N
ki,X
#Krishna,X
garu,X
director,N
kakunte,X
evarythe,X
bagundedhi,X
bro,N
,
trendsetter,N
for,ADP
real,ADJ
:),PUNC
appatlo,X
krishna,N
..,PUNC
ipudu,X
Nagarjuna,N
..,PUNC
but,CONJ
konthamandi,N
peru,N
ki,N
trendsetter,N
antaru,V
oka,PUNC
hero,N
ni,N
..,PUNC
:3,PUNC
,
E,N
movie,N
ki,N
collections,N
ekkuva,X
ga,N
endhuku,N
raledho,N
?,PUNC
gani,X
keka,X
movie,N
asalu,N
https://,X
twitter.com/MoviesUpdatez/,X
status/708119756088451072,N
,
yes,PART
boss,N
maku,N
vijayawada,N
miraz,N
cinemas,N
theatre,N
lo,N
vaatitho,N
patu,N
manam,N
movie,N
trailer,N
vesadu,N
,
@RC_Devotees,X
Nuvu,N
Nijam,N
ga,N
Ram,N
charan,N
fan,N
vena,N
Naaku,N
doubt,N
ga,X
vundi,N
charan,N
ki,X
own,ADJ
fans,N
leru,X
ani,X
nuvve,N
publicity,N
chestunnav,N
Lafoot,N
ga,N
dobbeyi,N
,
debue,N
movie,N
ke,ADP
ila,PRON
troll,N
cheydm,V
over,ADP
bhayya,N
,
@Sama_Gautham,X
@Iam4Prabhas,X
@prabhas_ganga,X
addede,X
...,PUNC
asalu,ADJ
base,N
shift,N
kadu,N
sami,X
...,PUNC
thanakantu,PRON
following,V
thechkunadu,V
...,PUNC
kushi,N
nundi,ADP
...,PUNC
entidi,PRON
,
By,ADP
the,DET
way,N
the,DET
what's,N
issue,N
with,ADP
balayya,X
?,PUNC
Edo,N
case,N
antunnaru,X
..,PUNC
Asalu,PART
what,PRON
happened,V
?,PUNC
,
"""",PUNC
@babieesravanee,X
Ohh,PART
ok,PART
ok,PART
naku,PART
telidu,N
"""""",PUNC
recent,ADJ
ga,N
follow,V
avtunna,X
tanani,X
..,PUNC
But,CONJ
best,ADJ
handle,N
for,ADP
updates,V
@UshaVavveti,X
"""""""",PUNC
,
Watched,V
Temper,N
.,PUNC
Tarak,N
Natana,N
Adbutham,X
!,PUNC
Proved,V
again,ADV
that,ADP
he,PRON
is,V
one,N
of,ADP
the,DET
finest,ADJ
actors,N
of,ADP
Telugu,N
Cinema,N
.!,PUNC
,
"""",PUNC
I,PRON
"""",PUNC
agree,V
with,ADP
admin's,N
review,N
,
Best,ADJ
thing,N
about,ADP
being,V
Mahesh,N
fan,N
is,V
hard,ADJ
to,ADP
pick,V
one,X
movie,N
.,PUNC
https://,X
twitter.com/okkadifanikada,X
/status/712165117270433792,N
Kondaruntaru,X
ila,X
cheppuko,X
galige,X
movies,N
asalu,X
undav,X
,
Yendhukooo,PART
Telidu,N
#FB,N
lo,N
Active,N
Ga,N
Undalekapothunna,N
......,PUNC
#HopeWillBackVerySoon,X
....,PUNC
#PawanKalyan,X
#JaiHind,X
,
"""",PUNC
What's,N
the,DET
matter,N
?,PUNC
,
Power,N
Power,N
PowerStar,X
#SardaarGabbarSingh,X
asalu,ADJ
festival,N
start,V
aindi,N
ammaaa,N
!,PUNC
Raasko,N
ra,N
sambaaaaa,N
https://,X
youtu.be/53T8cDk5260,X
,
@priyasmilez,X
oho,PART
how,ADV
my,DET
eh,X
ne,X
doubtuu,X
...,PUNC
i,PRON
realised,V
that,PRON
aftr,ADP
tweeting,V
naku,N
kuda,N
telidu,N
:P,INTJ
,
Naaku,PRON
telsi,V
hero,N
anti,ADP
fans,N
aey,PART
doing,V
anukunta,PRON
ee,PRON
photoshops,N
but,CONJ
manchi,ADJ
fun,V
le,N
irrespective,N
of,ADP
the,DET
hero,N
,
Ad,N
""",""",PUNC
gabbar,N
singh,N
""",""",PUNC
tammudu,X
,
"""",PUNC
#NAME?,X
?,PUNC
#NAME?,X
+,PUNC
a,DET
que,X
hora,X
?,PUNC
#NAME?,X
las,N
13-Dec,X
#NAME?,X
LEE,X
EL,X
TTULO,X
SORETA,X
.,PUNC
Abasto,X
13,PUNC
hs,X
.,PUNC
AJJAJAJAJA,PART
ME,PRON
SIGO,X
TENTANDO,X
NENU,X
FORRA,X
"""""""",PUNC
,
iam,N
very,ADV
happy,ADJ
4my,ADP
dearest,ADJ
bro,N
@brahmakadali,X
art,N
drctr,N
of,ADP
SGS,N
ma,DET
bhayya,N
asalu,N
wrk,N
emovielo,N
chustaru,N
iam,N
so,ADV
confident,ADJ
nw,N
aftr,ADP
watchng,V
trailer,N
,
"""",PUNC
Other,ADJ
heros,N
gurunchi,N
pattichukone,N
time,N
ledu,X
naku,X
,
Dhairyam,N
kanna,N
ntr,N
fans,N
ki,N
patience,N
ekkuva,N
alavatayindi,N
,
Srish,N
gallu,N
beter,ADJ
bhayaaaa,N
feel,V
ayina,V
vachesdi,V
...,PUNC
,
"""",PUNC
Present,N
generation,N
lo,ADP
most,ADV
versatile,ADJ
actor,N
ante,N
adhi,N
one,X
,
@KiTtu_PSPK,X
urike,N
ana,N
a,DET
site,N
asalu,N
chadavanu,V
nenu,PRON
,
#Baahubali,X
Movie,N
commences,V
with,ADP
entry,N
of,ADP
valiant,ADJ
Ramya,N
Krishna,N
;,PUNC
,
"""",PUNC
Nenu,N
nammi,N
follow,V
ayye,PART
5,PUNC
points,N
:,PUNC
Family,N
",",PUNC
Education,N
",",PUNC
Health,N
",",PUNC
Love,N
",",PUNC
Carrier,N
-->,PUNC
#RamCharan,X
in,ADP
Mallareddy,N
Engg,N
College,N
.,PUNC
pic.twitter.com/8YfDwDU7PP,X
"""",PUNC
,
@pawan_prasanth,X
but,CONJ
exposing,V
ayithe,V
undhi,V
ga,N
.,PUNC
nenu,PRON
anindi,V
endukante,PRON
pk,N
movies,N
lo,ADP
exposing,V
undadu,V
asalu,V
anni,N
okkaru,N
annaru,V
,
RGV,N
land,N
aite,PART
PK,N
fans,N
ki,X
bandeee,X
ha,PART
ha,PART
ha,PART
ha,PART
,
@alwayscharan4u,X
ROFLooooL,X
telidu,V
.,PUNC
YouTube,N
lo,ADP
dorkite,V
esa,N
.,PUNC
:,PUNC
',PUNC
D,INTJ
BTW,X
see,V
that,DET
3,PUNC
videos,N
too,ADV
,
@Troll_Tollywood,X
proud,ADJ
to,ADP
be,V
mahesh,N
babu,N
fan,N
...,PUNC
bnglre,N
nundi,X
vachi,X
mari,X
special,ADJ
show,N
chusa,X
...,PUNC
ura,PART
mass,N
asalu,X
,
"""",PUNC
Meher,N
srinivas,N
"""""",PUNC
back,ADJ
side,N
tholiprema,ADP
lo,N
character,N
artist,N
..,PUNC
rest,N
telidu,N
https://,X
twitter.com/iDreamMedia/st,X
atus/707828194376753152,X
"""""""",PUNC
,
@imghanii,X
@maheshaddict,X
ha,PART
.,PUNC
But,CONJ
eee,N
song,N
entho,ADP
vinali,N
asalu,N
.,PUNC
Svsc,X
lo,X
inka,X
cheppale,N
song,N
leka,X
kummite,X
,
Showtime,N
:,PUNC
Now,ADV
Watching,V
#Kshanam,X
Very,ADV
Excited,ADJ
!,PUNC
@vennelakishore,X
@adah_sharma,X
@AdiviSesh,X
Shwetha,X
neku,X
Asalu,X
Kuthuru,X
Undha,X
??,PUNC
owww,X
!,PUNC
,
Vizag,N
youth,N
kummestunnaru,N
asalu,N
....,PUNC
Superb,ADJ
.....,PUNC
https://,X
twitter.com/Dill9999/statu,X
s/704334110018265088,X
,
@meghanavirat,X
ni,PRON
feelings,N
eppudu,ADP
reverse,N
lone,ADJ
untai,V
ani,X
maku,PRON
telsu,V
le,X
nu,PRON
kani,X
inka,X
,
asalu,X
aa,X
@PawanKalyan,X
interview,N
kinda,X
PK,N
fans,N
comments,N
choodali,X
mega,ADJ
ROFL,PART
,
Almost,ADV
ee,X
review,N
kuda,X
same,ADJ
:-),PUNC
(,PUNC
y,INTJ
),PUNC
,
@Priyanka_Speaks,X
@AkhilAkkineni8,X
@IIFAUtsavam,X
Akhil,N
ante,N
chala,X
pichi,X
naaku,X
naa,PART
every,DET
note,N
book,N
n,CONJ
text,N
bokk,X
lo,X
Akhil,N
Akkineni,N
ani,N
untadi,N
,
Rey,X
picha,X
admin,N
.,PUNC
repu,X
shooting,V
start,V
avthundi,X
...,PUNC
police,N
station,N
set,V
lo,N
action,N
scenes,N
....,PUNC
,
@torrentbabu,X
inka,X
eppudu,X
vasthay,X
bro,N
....,PUNC
Release,N
ayyi,X
6,PUNC
months,N
ayyayu,X
??,PUNC
,
i'm,N
from,ADP
Karnataka,N
,
@akhil10193,X
yeah,PART
..,PUNC
horrible,ADJ
asalu,N
..,PUNC
,
Movie,N
utter,ADJ
flop,N
avudhi,V
...,PUNC
ee,X
worst,ADJ
movie,N
cheyakunda,V
kaththi,N
remake,V
chesthe,V
50,PUNC
crs,N
kottey,V
vadi,PRON
jr.,N
Ntr,N
,
Dude,N
original,ADJ
review,N
rayi,N
