token,label
then,R
and,CC
going,V
to,PRT
marry,V
someone,N
soon,R
But,CC
my,DT
best,J
experiences,N
with,PSP
the,DT
fairer,J
sex,N
have,V
been,V
on,PSP
the,DT
Vihar,N
lake,N
on,PSP
one,SYM
of,PSP
the,DT
MoodI,J
evenings,N
Even,R
the,DT
lust,N
was,V
innocent,J
then,R
even,R
the,DT
innocence,N
is,V
not,PRT
genuine,J
now,R
Those,PRP
who,PRP
are,PSP
still,R
on,PSP
the,DT
campus,N
enjoy,V
it,PRP
too,R
the,DT
fullest,N
,
Just,R
came,V
back,N
from,PSP
foreign,J
internship,N
a,DT
drastic,J
step,N
down,R
in,PSP
hot,J
willing,J
chicks,N
Just,R
thinking,V
about,PSP
the,DT
sexual,J
tradeoffs,N
paying,V
for,PSP
the,DT
IIT,N
tag,N
,
iit,N
delhi,N
fresher,N
boys,N
iim,N
kozhikode,N
and,CC
iim,N
ahmedabad,N
mba,N
1st,SYM
year,N
boys,N
iiml,N
class,N
boys,N
iimb,N
pgp,N
boys,N
check,V
ur,PRP
message,N
in,PSP
other,J
dont,V
check,V
message,N
in,PSP
inbox,N
check,V
message,N
only,R
in,PSP
other,J
other,J
folder,N
is,V
next,R
to,PRT
inbox,N
folder,N
,
Why,R
are,PSP
the,DT
admins,N
sleeping,V
,
truth,N
be,V
told,V
we,PRP
are,PSP
getting,V
very,R
boring,J
confessions,N
no,PRT
real,J
escapades,N
or,CC
daring,J
stories,N
,
quite,R
awake,V
really,R
you,PRP
people,N
who,PRP
are,PSP
sleeping,V
,
why,R
u,PRP
no,PRT
entertain,V
now,R
,
I,PRP
bet,V
ur,PRP
uncle,N
appreciated,V
your,DT
collection,N
Uncles,N
are,PSP
human,N
too,R
,
You,PRP
should,V
have,V
taken,V
a,DT
naked,J
or,CC
half,N
naked,J
pic,N
of,PSP
him,PRP
and,CC
share,V
it,PRP
on,PSP
his,PRP
fb,N
wall,N
,
In,PSP
my,DT
freshie,J
year,N
I,PRP
had,V
to,PRT
get,V
back,N
at,PSP
a,DT
chootiya,J
prof,N
in,PSP
chem,N
lab,N
I,PRP
peed,V
into,PSP
a,DT
Bisleri,N
bottle,N
and,CC
sneaked,V
it,PRP
into,PSP
the,DT
lab,N
At,PSP
an,DT
opportune,J
moment,N
I,PRP
emptied,V
it,PRP
into,PSP
a,DT
conical,J
flask,N
and,CC
a,DT
beaker,N
and,CC
kept,V
them,PRP
in,PSP
corners,N
of,PSP
the,DT
lab,N
The,DT
Bisleri,N
bottle,N
was,V
left,V
on,PSP
the,DT
desk,N
Nobody,N
has,V
a,DT
clue,N
what,PRP
happened,V
next,R
,
so,R
wot,PRP
was,V
supposed,J
to,PRT
happen,V
next,R
U,PRP
make,V
it,PRP
sound,V
like,R
U,PRP
planted,V
RDX,N
in,PSP
the,DT
lab,N
or,CC
something,N
I,PRP
dont,V
get,V
U,PRP
man,N
,
I,PRP
am,V
a,DT
girl,N
in,PSP
MSc,N
Chem,N
My,DT
roomie,N
is,V
a,DT
thirdie,J
who,PRP
sleeps,V
naked,J
in,PSP
the,DT
night,N
with,PSP
her,PRP
hand,N
in,PSP
her,PRP
xxxx,X
use,V
your,DT
imagination,N
,
I,PRP
think,V
your,DT
roomie,N
is,V
trying,V
to,PRT
tell,V
you,PRP
something,N
but,CC
u,PRP
r,V
not,PRT
taking,V
the,DT
hint,N
,
iit,N
delhi,N
fresher,N
boys,N
iim,N
kozhikode,N
and,CC
iim,N
ahmedabad,N
mba,N
1st,SYM
year,N
boys,N
iiml,N
class,N
boys,N
iimb,N
pgp,N
boys,N
check,V
ur,PRP
message,N
in,PSP
other,J
dont,V
check,V
message,N
in,PSP
inbox,N
check,V
message,N
only,R
in,PSP
other,J
other,J
folder,N
is,V
next,R
to,PRT
inbox,N
folder,N
,
Well,PRT
to,PRT
folk,N
who,PRP
may,PSP
read,V
this,PRP
please,R
get,V
into,PSP
relationships,N
for,PSP
the,DT
fun,J
of,PSP
it,PRP
It,PRP
comes,V
with,PSP
a,DT
lot,DT
of,PSP
responsibility,N
towards,PSP
the,DT
other,J
person,N
and,CC
unless,PSP
you,PRP
are,PSP
prepared,V
to,PRT
go,V
the,DT
whole,J
mile,N
please,R
indulge,V
in,PSP
it,PRP
,
get,V
into,PSP
such,J
complicated,J
issues,N
when,R
you,PRP
have,V
the,DT
balls,N
to,PRT
face,V
the,DT
consequences,N
,
ok,PRT
not,PRT
only,R
did,V
he,V
waste,V
colossal,J
amounts,N
of,PSP
time,N
of,PSP
those,DT
NRI,N
bandis,X
but,CC
is,V
now,R
wasting,V
humongous,J
amounts,N
of,PSP
with,PSP
these,PRP
loooooong,J
writeups,N
instead,R
of,PSP
cutting,V
to,PRT
the,DT
chase,V
This,PRP
confession,N
is,V
as,PSP
draining,V
depressing,J
as,PSP
reading,V
Fyodor,N
Dostoyevsky,N
If,PSP
time,N
is,V
Money,N
then,R
not,PRT
only,R
is,V
he,V
Bankrupt,J
but,CC
is,V
in,PSP
debt,N
,
Damn,PRT
SOunds,V
like,R
a,DT
wanna,V
salman,N
,
I,PRP
din,N
read,V
,
I,PRP
have,V
peed,V
in,PSP
the,DT
SAC,J
swimming,V
pool,N
several,SYM
times,N
after,PSP
realizing,V
that,PRP
a,DT
lot,DT
of,PSP
swimmers,N
do,V
it,PRP
too,R
,
people,N
who,PRP
pee,N
in,PSP
a,DT
public,N
pool,N
get,V
AIDS,N
Its,PRP
not,PRT
medically,R
proven,J
but,CC
just,J
an,DT
unwritten,V
law,N
of,PSP
KARMA,N
,
i,PRP
think,V
i,PRP
shoud,V
stop,V
going,V
for,PSP
swimming,V
now,R
,
Thanks,N
for,PSP
the,DT
heads,N
up,PRT
I,PRP
better,J
start,N
looking,V
somewhere,R
else,J
,
Mithil,N
Kamble,N
,
Viplov,N
Jain,N
,
a,DT
thirdie,J
guy,N
sophie,PRP
girl,N
who,PRP
have,V
a,DT
very,R
weird,V
relation,N
They,PRP
like,R
to,PRT
cuddle,V
each,PRP
other,J
do,V
childish,J
things,N
like,R
write,V
Papa,N
I,PRP
luv,V
u,PRP
and,CC
Luv,V
u,PRP
on,PSP
each,PRP
others,J
FB,N
walls,N
Seriously,V
what,PRP
is,V
this,PRP
supposed,J
to,PRT
mean,V
all,DT
for,PSP
LGBT,N
but,CC
this,PRP
takes,V
the,DT
cake,N
Now,R
we,PRP
are,PSP
all,DT
imagining,V
whether,PSP
papa,N
beti,N
are,PSP
doing,V
,
can,V
u,PRP
elaborate,V
,
Ewwwww,PRT
now,R
I,PRP
cannot,V
eat,V
the,DT
Maggi,N
I,PRP
just,J
made,V
,
The,DT
dirt,N
is,V
in,PSP
your,DT
mind,N
If,PSP
people,N
can,V
tie,V
rakhis,N
and,CC
become,V
bhai,N
and,CC
behen,N
whats,R
wrong,J
with,PSP
papa,N
beti,N
In,PSP
Champs,N
H3,X
circa,N
there,PRP
was,V
a,DT
relation,N
between,J
guys,N
the,DT
saas,N
would,V
torture,V
the,DT
bahu,N
day,V
in,PSP
and,CC
day,V
out,PRT
Whos,PRP
to,PRT
draw,V
the,DT
line,N
whats,R
acceptable,V
and,CC
whats,R
Not,R
next,R
u,PRP
will,V
be,V
bashing,V
Gay,N
marriage,N
for,PSP
all,DT
we,PRP
know,V
LoL,PRT
,
WTF,PRT
happened,V
to,PRT
,
got,V
in,PSP
between,J
and,CC
so,R
killed,V
him,PRP
now,R
is,V
investigating,V
the,DT
case,N
,
Aaaargh,PRT
this,PRP
is,V
sooo,PRP
eerie,J
used,V
to,PRT
be,V
my,DT
room,N
number,N
For,PSP
a,DT
minute,N
there,PRP
I,PRP
thought,V
something,N
had,V
happened,V
to,PRT
my,DT
room,N
Its,PRP
just,J
plain,J
weird,V
that,PRP
still,R
care,N
after,PSP
all,DT
these,PRP
years,N
,
,
Has,V
anyone,N
used,V
advanced,J
cogging,V
techniques,N
to,PRT
cheat,V
in,PSP
tests,N
Did,V
you,PRP
use,V
old,J
school,N
methods,N
or,CC
new,J
tech,J
methods,N
Did,V
you,PRP
cog,V
alone,J
or,CC
did,V
you,PRP
have,V
an,DT
accomplice,N
Tell,V
us,PRP
your,DT
story,N
anonymous,J
guarantee,V
,
M2K,X
The,DT
laziness,N
of,PSP
IITB,N
profs,N
is,V
unparalleled,J
As,PSP
a,DT
routine,N
backlogger,N
I,PRP
always,R
found,V
myself,PRP
taking,V
in,PSP
summer,N
and,CC
winter,N
Most,J
chootiya,J
profs,N
used,V
to,PRT
simply,R
repeat,V
the,DT
last,J
endsem,N
paper,N
word,N
for,PSP
word,N
without,PSP
even,R
changing,V
the,DT
date,N
or,CC
the,DT
test,N
values,N
in,PSP
each,PRP
question,N
That,DT
ensured,V
I,PRP
passed,V
without,PSP
difficulty,N
and,CC
got,V
good,J
grades,N
in,PSP
each,PRP
Except,CC
that,PRP
there,PRP
is,V
always,R
one,SYM
proverbial,J
shady,J
uncooperative,J
prof,N
who,PRP
is,V
not,PRT
only,R
immune,N
to,PRT
conning,V
but,CC
actually,R
does,V
not,PRT
repeat,V
the,DT
most,R
recent,J
paper,N
*,X
grr,PRT
*,X
much,J
to,PRT
the,DT
frustration,N
of,PSP
fellow,N
backloggers,N
like,R
me,PRP
I,PRP
was,V
unable,J
to,PRT
pass,V
even,R
after,PSP
So,PSP
one,SYM
day,V
I,PRP
took,V
an,DT
endsem,N
paper,N
changed,V
the,DT
date,N
to,PRT
years,N
ago,R
and,CC
managed,V
to,PRT
slip,V
into,PSP
his,PRP
office,N
he,V
leaves,V
it,PRP
open,V
while,PSP
sitting,V
in,PSP
the,DT
lab,N
next,R
door,N
I,PRP
slipped,V
it,PRP
into,PSP
a,DT
bunch,N
of,PSP
messy,J
papers,N
on,PSP
his,PRP
desk,N
and,CC
bolted,V
from,PSP
there,PRP
sems,N
later,R
in,PSP
summer,N
was,V
the,DT
again,R
The,DT
prof,N
was,V
amazed,J
how,R
from,PSP
constant,N
FF,N
I,PRP
cracked,V
a,DT
BB,N
Now,R
we,PRP
know,V
eh,PRT
,
,
One,SYM
hot,J
night,N
during,CC
summer,N
vacation,N
my,DT
wingmates,N
and,CC
I,PRP
were,V
sloshed,V
The,DT
chootiyas,N
somehow,R
bet,V
me,PRP
to,PRT
walk,V
past,CC
at,PSP
3am,X
wearing,V
only,R
a,DT
bedsheet,N
like,R
a,DT
robe,N
and,CC
stark,J
naked,J
underneath,R
I,PRP
was,V
a,DT
bigger,J
chootiya,J
to,PRT
accept,V
the,DT
bet,V
I,PRP
was,V
sozzled,J
anyway,R
One,SYM
of,PSP
my,DT
wingmates,N
waited,V
at,PSP
the,DT
Staff,N
Hostel,N
on,PSP
his,PRP
bike,N
At,PSP
3am,X
I,PRP
walked,V
out,PRT
of,PSP
stark,J
naked,J
with,PSP
the,DT
sheet,N
on,PSP
and,CC
ran,V
like,R
the,DT
wind,N
When,R
I,PRP
reached,V
the,DT
bike,N
he,V
gave,V
me,PRP
the,DT
finger,N
and,CC
rode,V
off,PRT
leaving,V
me,PRP
nanga,J
in,PSP
a,DT
bedsheet,N
to,PRT
walk,V
to,PRT
H4,N
past,CC
either,CC
H1,N
route,N
or,CC
H5,N
route,N
Bastard,PRT
,
U,PRP
shud,V
feel,V
lucky,J
If,PSP
I,PRP
was,V
ur,PRP
friend,N
id,N
have,V
snatched,V
the,DT
bedsheet,N
and,CC
rode,V
away,R
,
Abhi,R
T,N
seen,V
you,PRP
in,PSP
the,DT
dept,N
corridor,N
many,J
times,N
Before,CC
I,PRP
saw,V
you,PRP
I,PRP
heard,V
a,DT
lot,DT
about,PSP
you,PRP
I,PRP
want,V
to,PRT
ask,V
you,PRP
out,PRT
but,CC
think,V
time,N
Good,J
luck,N
,
I,PRP
like,R
boobies,N
I,PRP
specifically,R
like,R
the,DT
boobies,N
of,PSP
my,DT
friend,N
I,PRP
pretend,V
not,PRT
to,PRT
be,V
interested,J
in,PSP
my,DT
boobies,N
so,R
that,PRP
she,PRP
suspect,V
me,PRP
leching,V
shamelessly,R
at,PSP
her,PRP
boobies,N
I,PRP
really,R
like,R
them,PRP
boobies,N
,
IITB,N
girls,N
please,R
sell,V
your,DT
attitude,N
on,PSP
OLX,N
because,PSP
old,J
and,CC
useless,J
like,R
old,J
furniture,N
,
ATTENTION,PRT
I,PRP
am,V
gonna,V
hack,V
this,PRP
page,N
soon,R
as,PSP
I,PRP
am,V
extremely,R
upset,J
by,PSP
the,DT
type,N
of,PSP
confessions,N
which,DT
are,PSP
being,V
posted,V
on,PSP
the,DT
page,N
I,PRP
am,V
not,PRT
an,DT
IITian,N
I,PRP
am,V
just,J
a,DT
class,N
XI,X
student,N
planning,V
to,PRT
go,V
into,PSP
IIT,N
in,PSP
I,PRP
want,V
to,PRT
see,V
such,J
an,DT
atmosphere,N
when,R
I,PRP
get,V
into,PSP
IIT,N
and,CC
so,R
I,PRP
am,V
forced,J
to,PRT
this,PRP
So,PSP
time,N
to,PRT
say,PSP
GOODBYE,PRT
to,PRT
the,DT
page,N
now,R
muhahaha,PRT
,
go,V
and,CC
watch,V
spongebob,N
,
If,PSP
you,PRP
are,PSP
this,PRP
active,J
on,PSP
fb,N
chances,N
are,PSP
you,PRP
be,V
getting,V
to,PRT
IIT,N
in,PSP
the,DT
first,J
place,N
Keep,V
dreaming,V
,
machao,J
bhai,N
log,N
,
,
He,V
is,V
already,R
pissedOff,V
even,R
before,PSP
getting,V
in,PSP
Wow,PRT
LoL,PRT
,
dreaming,V
kids,N
,
lol,PRT
,
I,PRP
am,V
a,DT
small,J
town,N
girl,N
who,PRP
came,V
to,PRT
IITB,N
and,CC
met,V
this,PRP
hotshot,J
Xavierite,J
big,J
city,N
boy,N
from,PSP
Bombay,N
He,V
thought,V
I,PRP
was,V
a,DT
super,J
nerd,N
who,PRP
was,V
too,R
backward,R
Guess,V
he,V
just,J
wanted,V
action,N
So,PSP
during,CC
our,DT
initial,J
meetings,N
I,PRP
kept,V
being,V
a,DT
by,PSP
telling,V
him,PRP
about,PSP
the,DT
guys,N
I,PRP
have,V
had,V
and,CC
how,R
I,PRP
love,V
it,PRP
when,R
guys,N
talk,V
dirty,J
to,PRT
me,PRP
this,PRP
was,V
hooked,V
and,CC
kept,V
sending,V
me,PRP
dirty,J
sms,N
throughout,PSP
the,DT
day,V
he,V
constantly,R
tried,V
to,PRT
ask,V
me,PRP
out,PRT
and,CC
sleep,V
with,PSP
me,PRP
Several,J
expensive,J
dinners,N
and,CC
hot,J
groping,J
markout,X
sessions,N
and,CC
a,DT
year,N
later,R
he,V
gave,V
up,PRT
trying,V
I,PRP
got,V
to,PRT
hang,V
out,PRT
with,PSP
decent,J
crowd,N
not,PRT
the,DT
loser,N
guys,N
at,PSP
IITB,N
got,V
free,J
meals,N
and,CC
clubbing,N
for,PSP
a,DT
year,N
though,PSP
complaining,V
,
,
Syd,N
mate,N
why,R
did,V
you,PRP
break,V
up,PRT
with,PSP
Vid,N
I,PRP
know,V
its,DT
none,PRP
of,PSP
my,DT
business,N
but,CC
you,PRP
guys,N
were,V
so,R
in,PSP
love,V
and,CC
it,PRP
breaks,V
my,DT
heart,N
to,PRT
see,V
you,PRP
apart,R
from,PSP
each,PRP
other,J
Please,R
respond,V
,
haha,PRT
,
To,PRT
the,DT
short,J
spectacled,J
Sophie,N
from,PSP
Chem,N
currently,R
managing,V
I,PRP
have,V
this,PRP
major,J
crush,N
on,PSP
you,PRP
and,CC
get,V
you,PRP
off,PRT
my,DT
mind,N
Many,DT
of,PSP
you,PRP
would,V
have,V
guessed,V
who,PRP
this,PRP
confession,N
is,V
about,PSP
,
bday,N
boy,N
,
M2K,X
When,R
I,PRP
was,V
in,PSP
second,SYM
year,N
I,PRP
about,PSP
l,X
concentrated,V
vermillion,J
red,J
coloring,N
agent,N
non,R
toxic,J
Around,CC
that,PRP
night,N
snuck,V
up,PRT
to,PRT
the,DT
2nd,SYM
floor,N
of,PSP
MB,N
and,CC
unleashed,V
all,DT
of,PSP
it,PRP
into,PSP
the,DT
pool,N
at,PSP
the,DT
bottom,N
of,PSP
MB,N
stairs,N
Sleeping,V
guards,N
had,V
a,DT
major,J
fright,V
when,R
they,PRP
woke,V
up,PRT
and,CC
saw,V
the,DT
entire,J
pool,N
was,V
bright,J
red,J
and,CC
the,DT
next,R
morning,N
everyone,PRP
got,V
a,DT
scarlet,J
shock,V
as,PSP
well,J
,
Yaar,N
tooney,PRP
toh,CC
like,R
Main,PSP
Building,N
ki,PSP
maang,N
bhar,J
di,V
sindoor,N
sey,PSP
Good,J
keeda,N
,
To,PRT
TYDG,X
graduating,V
this,PRP
year,N
If,PSP
I,PRP
never,R
met,V
you,PRP
I,PRP
like,R
you,PRP
If,PSP
I,PRP
like,R
you,PRP
I,PRP
love,V
you,PRP
If,PSP
I,PRP
love,V
you,PRP
I,PRP
miss,N
you,PRP
But,CC
I,PRP
did,V
I,PRP
do,V
and,CC
I,PRP
will,V
,
I,PRP
am,V
graduating,V
this,PRP
year,N
Four,SYM
years,N
ago,R
as,PSP
a,DT
reward,N
of,PSP
clearing,V
JEE,N
I,PRP
was,V
handed,V
a,DT
letter,N
called,V
IIT,N
Bombay,N
which,DT
contained,V
all,DT
the,DT
secrets,N
of,PSP
success,N
All,J
that,PRP
was,V
expected,V
of,PSP
me,PRP
was,V
to,PRT
open,V
the,DT
letter,N
carefully,R
and,CC
learn,V
the,DT
content,N
I,PRP
shall,V
pass,V
it,PRP
to,PRT
one,SYM
of,PSP
my,DT
juniors,N
Sealed,J
unopened,J
and,CC
unread,J
,
I,PRP
just,J
check,V
this,PRP
IITB,N
confession,N
page,N
to,PRT
feel,V
how,R
lucky,J
I,PRP
am,V
My,DT
hubby,N
is,V
from,PSP
IITB,N
he,V
is,V
well,J
behaved,V
knows,V
the,DT
value,N
of,PSP
people,N
and,CC
relationships,N
He,V
never,R
made,V
me,PRP
feel,V
low,R
or,CC
got,V
attracted,V
to,PRT
other,J
hot,J
chicks,N
I,PRP
feel,V
blessed,J
and,CC
same,J
time,N
sorry,J
for,PSP
all,DT
IITians,N
who,PRP
treating,V
relations,N
as,PSP
just,J
lust,N
and,CC
measuring,V
everything,N
materialistically,R
in,PSP
terms,N
of,PSP
money,N
,
other,J
hot,J
,
he,V
must,V
be,V
a,DT
janitor,N
,
Rofl,PRT
The,DT
ego,N
on,PSP
this,PRP
one,SYM
,
so,R
u,PRP
are,PSP
not,PRT
hot,J
,
thats,R
mainly,R
bcoz,CC
he,V
is,V
sooooo,R
by,PSP
U,PRP
,
This,PRP
dates,N
back,N
to,PRT
few,J
years,N
ago,R
when,R
I,PRP
went,V
to,PRT
Europe,N
for,PSP
my,DT
internship,N
To,PRT
save,V
money,N
for,PSP
accommodation,N
decided,V
to,PRT
travel,V
during,CC
the,DT
night,N
by,PSP
Eurolines,N
Bus,N
and,CC
sleep,V
under,PSP
the,DT
Eiffel,N
Tower,N
aka,X
Million,N
Stars,N
Hotel,N
On,PSP
the,DT
way,N
to,PRT
Paris,N
I,PRP
sleep,V
because,PSP
of,PSP
excitement,N
there,PRP
was,V
this,PRP
German,J
guy,N
who,PRP
was,V
sitting,V
right,R
next,R
to,PRT
me,PRP
So,PSP
we,PRP
took,V
a,DT
blanket,N
and,CC
made,V
out,PRT
the,DT
whole,J
night,N
,
While,PSP
I,PRP
was,V
still,R
in,PSP
IITB,N
I,PRP
was,V
seeing,V
this,PRP
girl,N
and,CC
just,J
when,R
everything,N
was,V
going,V
right,R
she,PRP
met,V
this,PRP
older,J
dude,N
who,PRP
was,V
a,DT
businessman,N
She,PRP
dumped,V
me,PRP
for,PSP
him,PRP
in,PSP
an,DT
instant,N
and,CC
it,PRP
kinda,R
broke,V
my,DT
heart,N
After,PSP
a,DT
few,J
months,N
I,PRP
found,V
out,PRT
that,PRP
she,PRP
left,V
me,PRP
for,PSP
him,PRP
only,R
because,PSP
of,PSP
money,N
So,PSP
I,PRP
hacked,V
into,PSP
his,PRP
account,N
sent,V
fake,J
emails,N
to,PRT
a,DT
girl,N
who,PRP
was,V
a,DT
common,PRT
friend,N
of,PSP
my,DT
ex,N
showed,V
my,DT
ex,N
those,DT
fake,J
emails,N
this,PRP
startedhuge,X
trust,V
issues,N
and,CC
fights,V
between,J
the,DT
of,PSP
them,PRP
a,DT
few,J
months,N
later,R
she,PRP
came,V
to,PRT
me,PRP
broke,V
down,R
and,CC
apologized,V
we,PRP
had,V
great,J
sex,N
and,CC
then,R
I,PRP
told,V
her,PRP
to,PRT
f**k,N
off,PRT
,
RESPECT,N
,
Great,R
,
Hats,N
Off,J
,
Revnge,N
takedown,V
rspct,V
,
Admin,N
Note,V
We,PRP
have,V
renamed,V
ourselves,PRP
by,PSP
popular,J
demand,V
from,PSP
our,DT
readers,N
,
So,PSP
who,PRP
likes,V
our,DT
new,J
name,N
,
Life,N
sucks,V
and,CC
then,R
you,PRP
hook,V
up,PRT
with,PSP
someone,N
who,PRP
,
Well,PRT
that,PRP
sucks,V
,
A,DT
sucker,N
is,V
born,V
every,SYM
minute,N
u,PRP
aint,V
looking,V
hard,J
enough,R
,
JEE,N
Advanced,N
Answer,N
Key,N
Published,V
Read,V
On,PSP
,
I,PRP
got,V
dumped,V
after,PSP
years,N
Feel,V
like,R
shit,PRT
Really,R
on,PSP
the,DT
verge,N
of,PSP
being,V
suicidal,J
Anyone,PRP
got,V
any,DT
suggestions,N
,
Time,N
will,V
heal,V
my,DT
friend,N
cheer,V
up,PRT
,
Its,PRP
a,DT
gr8,J
opportunity,N
Take,V
a,DT
more,SYM
off,PRT
from,PSP
work,N
and,CC
go,V
random,J
places,N
Not,R
touristy,J
destinations,N
But,CC
quaint,J
tucked,V
away,R
patches,N
of,PSP
paradise,N
make,V
U,PRP
realize,V
how,R
beautiful,J
the,DT
world,N
is,V
and,CC
how,R
Foopid,V
your,DT
ex,N
is,V
,
Yrs,N
pehle,N
b,PRT
nhi,R
thi,V
wo,PRP
n,CC
ab,R
b,PRT
ni,PRT
h,PSP
so,R
wts,X
d,DT
difrnc,X
chill,J
kro,V
,
chill,J
maar,V
many,J
awesome,J
kickass,J
things,N
to,PRT
do,V
in,PSP
life,N
involve,V
urself,PRP
in,PSP
good,J
activities,N
,
talk,V
to,PRT
your,DT
parents,N
and,CC
all,DT
those,DT
who,PRP
love,V
you,PRP
,
better,J
than,PSP
career,N
,
chill,J
at,PSP
least,N
think,V
of,PSP
family,N
,
take,V
a,DT
break,V
form,N
everything,N
enjoy,V
life,N
do,V
things,N
you,PRP
were,V
planing,V
to,PRT
do,V
from,PSP
long,J
time,N
talk,V
to,PRT
your,DT
parents,N
talk,V
to,PRT
them,PRP
about,PSP
your,DT
childhood,N
how,R
they,PRP
brought,V
you,PRP
up,PRT
your,DT
parents,N
love,V
is,V
ultimate,J
love,V
which,DT
never,R
leaves,V
you,PRP
they,PRP
will,V
always,R
love,V
you,PRP
with,PSP
no,PRT
demands,N
your,DT
life,N
is,V
not,PRT
only,R
your,DT
parents,N
have,V
right,R
over,PSP
it,PRP
they,PRP
brought,V
you,PRP
in,PSP
this,PRP
world,N
think,V
about,PSP
what,PRP
will,V
happen,V
when,R
they,PRP
will,V
know,V
there,PRP
son,N
want,V
to,PRT
live,V
live,V
is,V
precious,N
buddy,N
you,PRP
know,V
what,PRP
you,PRP
will,V
get,V
next,R
till,PSP
you,PRP
live,V
it,PRP
,
Daaru,N
pi,V
while,PSP
listening,V
to,PRT
vintage,J
melancholic,J
soulful,J
songs,N
process,N
your,DT
grief,N
dont,V
deny,V
it,PRP
or,CC
try,V
to,PRT
bury,V
it,PRP
under,PSP
forced,J
happiness,N
Process,V
it,PRP
completely,R
to,PRT
attain,V
closure,N
then,R
u,PRP
wont,V
HAVE,V
to,PRT
move,V
on,PSP
u,PRP
automatically,R
WILL,V
,
Try,V
this,PRP
,
none,PRP
worth,N
you,PRP
and,CC
your,DT
suicide,N
more,SYM
than,PSP
your,DT
parents,N
,
go,V
ahead,R
,
Unlike,J
guys,N
who,PRP
can,V
only,R
get,V
it,PRP
off,PRT
one,SYM
way,N
we,PRP
girls,N
can,V
get,V
off,PRT
in,PSP
different,J
ways,N
we,PRP
just,J
need,N
a,DT
bit,CC
of,PSP
friction,X
and,CC
rock,J
back,N
and,CC
forth,R
Sadly,R
there,PRP
are,PSP
no,PRT
handshowers,N
in,PSP
the,DT
hostels,N
here,R
whoever,PRP
designed,V
the,DT
toilet,N
block,V
but,CC
easy,J
to,PRT
rock,J
back,N
and,CC
forth,R
in,PSP
the,DT
liby,N
I,PRP
did,V
that,PRP
once,R
while,PSP
mugging,V
with,PSP
a,DT
classmate,N
He,V
had,V
NO,DT
idea,N
,
Gosh,J
So,PSP
wot,PRP
it,PRP
is,V
With,PSP
all,DT
those,DT
old,J
ladies,N
in,PSP
,
ironically,R
it,PRP
helps,V
,
I,PRP
hate,V
all,DT
these,PRP
morons,N
who,PRP
comment,V
on,PSP
confessions,N
like,R
they,PRP
understand,V
going,V
on,PSP
despite,CC
not,PRT
being,V
from,PSP
IITB,N
,
and,CC
yet,R
you,PRP
mind,N
when,R
they,PRP
like,R
your,DT
confession,N
do,V
you,PRP
,
I,PRP
recently,R
got,V
dumped,V
by,PSP
my,DT
ex,N
because,PSP
she,PRP
says,V
I,PRP
am,V
boring,J
I,PRP
dance,N
I,PRP
act,V
I,PRP
sing,V
and,CC
I,PRP
go,V
to,PRT
discs,N
and,CC
pubs,N
Is,PRP
it,PRP
wrong,J
to,PRT
be,V
a,DT
simple,J
guy,N
,
You,PRP
were,V
her,PRP
boyfriend,N
not,PRT
some,DT
participant,N
in,PSP
a,DT
talent,N
hunt,N
Move,V
on,PSP
buddy,N
she,PRP
is,V
not,PRT
worth,N
it,PRP
,
Actually,R
all,DT
those,DT
r,V
mere,PRP
excuses,N
No,J
one,SYM
dumps,V
anyone,N
unless,PSP
already,R
found,V
someone,N
better,J
just,J
trying,V
to,PRT
hide,V
the,DT
fact,N
that,PRP
she,PRP
was,V
on,PSP
U,PRP
Samjhaa,V
bitwaa,N
Doosri,PRP
pakad,V
ley,V
,
exactly,R
she,PRP
need,N
a,DT
person,N
who,PRP
can,V
be,V
gossiped,V
upon,PSP
and,CC
flattered,V
about,PSP
while,PSP
being,V
an,DT
of,PSP
all,DT
so,R
the,DT
conclusion,N
is,V
the,DT
above,PSP
persons,N
are,PSP
absolutely,R
right,R
Gear,N
up,PRT
back,N
yourself,PRP
and,CC
you,PRP
will,V
be,V
able,J
to,PRT
feel,V
yourself,PRP
stronger,J
than,PSP
before,PSP
while,PSP
moving,V
on,PSP
IT,PRP
MIGHT,V
BE,V
TUFF,V
BUT,PSP
NOT,R
IMPOSSIBLE,N
buddt,N
all,DT
the,DT
best,J
tc,N
,
dude,N
just,J
move,V
on,PSP
she,PRP
never,R
deserved,V
you,PRP
chill,J
next,R
time,N
please,R
be,V
with,PSP
someone,N
who,PRP
likes,V
real,J
YOU,PRP
,
I,PRP
graduated,V
from,PSP
IITB,N
a,DT
couple,N
of,PSP
years,N
ago,R
and,CC
went,V
to,PRT
the,DT
US,N
I,PRP
have,V
still,R
never,R
dated,V
a,DT
desi,J
gal,N
No,J
regrets,N
too,R
much,J
effort,N
for,PSP
virtually,R
no,PRT
return,N
,
But,CC
Desi,J
gals,N
have,V
Qaatil,J
adaayein,N
which,DT
firang,J
gals,N
lack,V
a,DT
most,R
uniquely,J
beautiful,J
thing,N
but,CC
it,PRP
may,PSP
be,V
lost,V
on,PSP
those,DT
who,PRP
dont,V
have,V
a,DT
fine,J
appreciation,N
for,PSP
such,J
subtleties,N
,
I,PRP
agree,V
,
Haha,PRT
,
To,PRT
Shanthanu,N
Sathe,N
ME,N
DD,N
You,PRP
might,V
not,PRT
know,V
me,PRP
but,CC
I,PRP
stalked,V
you,PRP
for,PSP
