token,label
of,PSP
confessions,N
which,DT
are,PSP
being,V
posted,V
on,PSP
the,DT
page,N
I,PRP
am,V
not,PRT
an,DT
IITian,N
I,PRP
am,V
just,J
a,DT
class,N
XI,X
student,N
planning,V
to,PRT
go,V
into,PSP
IIT,N
in,PSP
I,PRP
want,V
to,PRT
see,V
such,J
an,DT
atmosphere,N
when,R
I,PRP
get,V
into,PSP
IIT,N
and,CC
so,R
I,PRP
am,V
forced,J
to,PRT
this,PRP
So,PSP
time,N
to,PRT
say,PSP
GOODBYE,PRT
to,PRT
the,DT
page,N
now,R
muhahaha,PRT
,
tu,PSP
meri,G_N
mei,G_N
ni,G_PRT
aaya,G_N
to,PSP
pitega,G_N
bht,G_N
,
tu,CC
nikhil,G_J
bhai,G_N
ko,PSP
janta,G_J
na,G_PRT
wo,G_N
maar,G_N
daltaaa,G_N
,
Hi,G_PRT
Di,G_N
,
Stoke,N
accha,N
team,V
h,PRT
wese,V
Shayad,J
Liverpool,N
bhi,N
try,V
kiya,J
tha,DT
Shaqiri,N
ko,PSP
But,CC
Rodgers,N
se,PRP
Huan,V
nahi,N
,
Kasam,N
se,PSP
aisa,PRP
imandari,J
ka,PSP
virus,N
felayenge,N
bahut,SYM
mann,N
hai,V
sarkari,J
office,N
mein,PSP
logon,N
ko,PSP
kaam,N
karte,N
dekhne,N
ka,PSP
,
Internet,J
bhi,N
nahi,N
chal,J
raha,V
Kia,N
manhoos,N
Sunday,V
hai,V
,
Dear,J
fellow,N
iitian,J
please,R
contact,V
me,PRP
That,DT
laptop,N
had,V
lots,N
of,PSP
important,J
stuff,N
I,PRP
can,V
understand,V
ur,PRP
problem,N
and,CC
even,R
if,PSP
u,PRP
are,PSP
not,PRT
i,PRP
am,V
sorry,J
that,PRP
I,PRP
post,N
a,DT
reward,N
kind,N
of,PSP
thing,N
that,PRP
day,V
My,DT
data,N
could,V
have,V
been,V
saved,V
if,PSP
i,PRP
had,V
done,V
that,PRP
I,PRP
will,V
do,V
no,PRT
harm,V
to,PRT
u,PRP
I,PRP
will,V
repurchase,V
that,PRP
laptop,N
from,PSP
the,DT
store,N
u,PRP
sold,V
it,PRP
to,PRT
Now,R
as,PSP
u,PRP
have,V
got,V
the,DT
goodies,N
u,PRP
wanted,V
please,R
do,V
this,PRP
favour,N
to,PRT
me,PRP
as,PSP
a,DT
fellow,N
campusite,N
please,R
,
Masturbating,V
is,V
evil,N
please,V
do,V
it,PRP
Or,PSP
you,PRP
will,V
go,V
to,CC
hell,N
,
hmmmm,G_PRT
,
Abhi,R
T,N
seen,V
you,PRP
in,PSP
the,DT
dept,N
corridor,N
many,J
times,N
Before,CC
I,PRP
saw,V
you,PRP
I,PRP
heard,V
a,DT
lot,DT
about,PSP
you,PRP
I,PRP
want,V
to,PRT
ask,V
you,PRP
out,PRT
but,CC
think,V
time,N
Good,J
luck,N
,
kraaa,G_N
lungi,G_N
,
Such,X
sportsmanship,N
even,R
after,PSP
losing,V
Thoda,N
Modiji,N
Ke,X
saath,N
bhi,N
thoda,N
apni,N
sportsmanship,N
dikhade,V
the,DT
,
Oye,PRT
balle,PRT
balle,PRT
won,V
,
Check,G_V
this,G_PRP
,
twit,CC
ka,DT
time,N
dekh,PSP
1st,J
inning,N
ke,PRP
baad,N
ka,PRT
hai,V
,
akhirkar,G_N
nahi,G_N
ja,G_N
payaðŸ˜”,G_N
,
itni,SYM
wide,J
kara,V
raha,V
hai,V
k,PSP
agar,CC
usko,PRP
na,PRT
mila,V
hota,V
to,PSP
waalon,PSP
ne,PSP
usko,PRP
de,V
diya,V
hota,V
,
km,G_PRP
boli,G_N
moti,G_N
mt,G_PRP
bol,G_N
,
Kec,G_J
college,G_N
,
this,PRP
is,V
funny,J
come,V
back,N
if,PSP
you,PRP
dont,V
have,V
a,DT
bf,N
dude,N
you,PRP
need,N
to,PRT
give,V
it,PRP
a,DT
thought,V
that,PRP
why,R
u,PRP
cant,V
imagine,V
them,PRP
having,V
sex,N
,
fir,G_N
to,PSP
mai,G_V
pakka,G_N
shadi,G_V
me,G_PRP
Ni,G_J
aara,G_N
,
arrey,N
itni,N
Hindi,N
mujhe,PRP
samaj,N
mei,N
nahi,N
seems,V
like,PSP
turning,V
into,PSP
Mirza,N
,
Arey,PRT
jagah,N
kahan,R
hai,V
office,N
main,PSP
Sab,SYM
kaam,N
chalu,J
hai,V
,
Sabse,R
zyada,J
khushi,N
to,PRT
Star,N
Sports,N
waalo,PSP
ko,PSP
ho,V
rahi,V
hogi,V
unhe,PRP
Jai,N
Ho,N
ke,PSP
liye,PSP
ek,SYM
naya,J
match,N
jo,PRP
mil,V
gaya,V
,
but,CC
how,R
,
like,PSP
hell,V
it,PRP
was,V
Accha,N
hua,V
purana,N
acc,N
delete,V
kar,X
diya,N
tha,DT
maine,N
,
naha,G_N
le,G_V
,
Me,G_PRP
,
kya,J
hall,V
hai,V
,
Main,G_N
ara,G_N
hu,G_N
di,PSP
holibse,G_V
ek,G_SYM
phle,G_N
,
Kaisa,G_N
hain,G_V
,
or,CC
lucky,G_J
bhai,G_N
gy,G_N
,
deekh,V
loh,V
ne,PSP
liyah,V
hain,V
abh,PRP
to,PSP
pe,PSP
nahin,PRT
hain,V
,
Well,PRT
that,PRP
sucks,V
,
so,R
she,PRP
question,N
the,DT
old,J
lady,N
the,DT
old,J
ladys,N
says,V
kya,N
karu,N
beti,N
mebhi,N
khabhi,N
khabhi,N
choos,N
laeti,N
huun,N
cheers,N
,
Mera,G_N
to,PSP
khud,G_V
man,G_N
karta,G_J
hai,G_V
,
Morning,G_N
,
Aur,CC
bhai,N
woh,PRP
already,R
bik,V
chuka,N
hai,V
uske,N
ghar,N
pe,PSP
golden,J
biscuits,N
k,PSP
khajane,N
hain,V
aur,CC
bihari,N
ko,PSP
uski,N
rakhwali,V
karne,V
k,PSP
liye,PSP
rakh,V
raha,V
hai,V
plus,CC
beti,N
bhi,N
de,V
rha,V
hai,V
apni,PRP
,
Ladke,N
Ne,PSP
ek,SYM
Ladki,N
Ko,PSP
Call,V
Ki,V
Boy,N
I,PRP
LOVE,V
U,PRP
Jaan,N
Girl,N
Sacchi,N
Boy,N
Mucchi,N
Girl,N
ek,SYM
100ka,SYM
Recharge,V
Krwa,V
Do,V
Plz,R
,
People,N
trending,V
poonam,N
pandey,N
on,PSP
twitter,N
tum,PRP
log,N
mar,V
kyun,PRP
nahin,PRT
jaate,V
,
Ha,G_PRT
,
RT,R
The,DT
way,N
pak,N
players,N
are,V
playing,V
all,DT
i,PSP
wudsay,PRP
is,V
Kabhi,N
kabhi,N
chillar,N
bhi,N
kaam,N
ke,PRP
hote,V
hai,V
,
Dude,N
you,PRP
need,V
to,CC
get,V
FFs,N
you,PRP
can,V
get,V
them,PRP
all,DT
by,PSP
yourself,PRP
,
hmmm,G_PRT
,
Parichay,G_N
,
ne,PSP
toss,V
jita,V
ka,PSP
,
plans,N
Kya,J
hai,V
,
guide,G_N
you,G_PRP
towards,G_V
the,DT
path,G_N
of,PSP
success,G_N
Happy,G_J
Holi,G_N
May,G_V
god,G_N
gift,G_N
u,G_PRP
all,DT
the,DT
colors,G_N
of,PSP
life,G_N
Colors,G_N
of,PSP
joy,G_N
Colors,G_N
of,PSP
happiness,G_N
Colors,G_N
of,PSP
friendship,G_N
Colors,G_N
of,PSP
luv,G_N
and,CC
All,DT
other,G_J
want,G_V
to,PSP
paint,G_V
in,PSP
ur,DT
life,G_N
Happy,G_J
holi,G_N
Wishing,G_V
You,G_PRP
And,G_V
Your,DT
Family,G_R
A,DT
Very,G_J
Bright,G_N
Colourful,G_J
And,CC
,
Saale,N
Ashish,N
kaminepan,J
mein,PSP
to,PRT
yeh,PRP
idea,N
to,PRT
tere,PRP
liye,PSP
a,DT
dinner,N
course,N
ke,PSP
layak,J
bhi,N
nahi,PRT
hain,V
,
Shadi,G_N
kab,PSP
hai,G_V
,
Life,N
sucks,V
and,CC
then,R
you,PRP
hook,V
up,PRT
with,PSP
someone,N
who,PRP
,
lol,PRT
,
Ladke,N
Ne,PSP
ek,SYM
Ladki,N
Ko,PSP
Call,V
Ki,PSP
Boy,N
I,PRP
LOVE,V
U,PRP
Jaan,N
Girl,N
ek,SYM
100ka,SYM
Recharge,V
Krwa,V
Do,V
Plz,R
Didi,N
Rong,J
Number,N
,
Chalo,V
IND,N
aaj,R
opponent,N
ko,PSP
SAF,V
kar,V
diya,V
,
Nahi,G_N
apka,G_N
message,G_N
mila,G_N
phke,G_N
,
I,PRP
think,V
your,DT
roomie,N
is,V
trying,V
to,PRT
tell,V
you,PRP
something,N
but,CC
u,PRP
r,V
not,PRT
taking,V
the,DT
hint,N
,
respect,V
,
If,PSP
wins,V
this,DT
for,PSP
will,V
say,V
ek,SYM
apne,PRP
ko,PSP
dekho,V
aur,R
apne,PRP
apko,PRP
,
tu,CC
na,G_PRT
km,G_N
bol,G_N
,
shoib,N
btaen,V
aitraz,R
team,N
ki,PSP
nakas,N
performance,N
sy,PSP
hai,V
ya,CC
misbah,N
ki,PSP
tutti,J
pajji,J
english,N
sy,PSP
,
Aunga,G_N
didi,G_N
,
Bhai,G_N
esa,G_N
Hi,G_PRP
tha,DT
Haha,G_N
â˜º,G_N
Sahi,G_N
bhai,G_N
But,CC
mko,G_N
b,G_V
psnd,G_N
h,G_PRT
re,PSP
Mko,G_V
to,PSP
bulaya,G_V
b,G_V
nhi,G_N
,
Ho,G_PRT
,
kisi,PRP
ne,N
tere,PRP
badle,J
likh,V
dia,V
hoga,V
,
accha,N
dalle,N
ke,PRP
sath,N
bhadwa,N
bhi,N
hai,V
Waiting,V
for,PSP
Poster,N
,
Afridi,N
is,V
bowler,N
mam,V
not,R
batsman,V
Kabhi,N
kabhi,N
accha,N
batting,V
kar,X
leta,N
h,PRT
,
Thik,G_N
h,G_PRT
bhayya,G_N
,
lol,PRT
,
Cnfuzd,G_N
hun,G_V
bohot,G_V
,
main,G_N
moti,G_N
ho,G_V
gai,G_V
na,G_PRT
,
Main,G_R
jhuth,G_N
Ni,G_PRP
bol,G_N
ra,G_N
,
LOL,PRT
facebook,N
pe,PSP
ek,SYM
video,N
Dekha,V
Shoib,N
akhtar,N
Misbah,N
ki,PSP
le,V
raha,V
tha,V
Usme,PRP
ha,PRT
ha,PRT
DDLJ,N
Forever,R
In,PSP
Maratha,N
Mandir,N
,
hmmm,PRT
Office,N
me,PSP
tweet,V
karre,V
lai,V
Phir,R
toh,PRT
kaam,N
der,N
se,PSP
khatam,J
hone,V
ko,PSP
hai,V
,
anything,N
left,V
out,PRT
,
Am,V
I,PRP
the,DT
only,J
who,PRP
thinks,V
the,DT
campus,N
hub,V
chick,N
is,DT
hot,J
,
haaha,PRT
hum,PRP
aisy,PRP
he,PRT
hai,V
biwi,N
office,N
mein,PSP
kaam,N
kion,PRP
kry,V
hahah,PRT
,
Hey,PRT
years,N
ago,R
I,PRP
was,V
on,PSP
campus,N
was,V
a,DT
super,J
senior,J
even,R
back,N
then,R
so,R
I,PRP
knew,V
a,DT
lot,DT
of,PSP
campusites,X
maybe,PRP
we,PRP
even,R
met,V
Ed,N
,
Avantika,N
Garg,N
is,V
IIT,N
experience,V
not,PRT
for,PSP
u,PRP
,
ya,G_PRT
ni,G_PRT
,
Boy,N
Tum,PRP
Ladki,N
Ho,V
Ke,PSP
Sharab,N
Peeti,V
Ho,V
Awesome,J
reply,V
by,PSP
Girl,N
To,PRT
Kya,PRP
Peg,N
Ke,PSP
Liye,PSP
Gender,N
Change,V
Karwaun,V
,
nothing,N
kuch,J
nahi,N
Sab,N
Ling,N
girls,N
ko,PSP
underestimate,J
karthe,N
hai,V
,
Accha,G_N
,
A,DT
girl,N
who,PRP
worked,V
on,PSP
campus,N
asked,V
me,PRP
out,R
but,PSP
I,PRP
confident,J
about,CC
my,DT
future,N
so,PSP
I,PRP
declined,V
and,PSP
stopped,V
talking,V
to,CC
her,PRP
It,PRP
was,V
a,DT
hard,J
and,PSP
painful,J
decision,N
for,CC
me,PRP
but,PSP
I,PRP
was,V
pretending,V
to,CC
be,V
very,R
casual,J
about,CC
it,PRP
Yesterday,N
we,PRP
had,V
a,DT
small,J
chat,N
and,PSP
she,PRP
told,V
me,PRP
that,PSP
she,PRP
is,DT
not,R
working,V
here,R
anymore,R
I,PRP
am,V
feeling,V
really,R
really,R
very,R
bad,J
we,PRP
had,V
not,R
been,V
talking,V
for,CC
more,J
than,CC
days,N
and,PSP
I,PRP
was,V
the,DT
only,J
reason,N
for,CC
it,PRP
but,PSP
still,R
there,R
was,V
a,DT
feeling,V
that,PRP
somehow,R
we,PRP
are,V
close,J
to,CC
each,DT
other,J
Now,R
we,PRP
are,V
no,R
longer,R
on,PSP
the,DT
same,J
campus,N
anymore,R
and,PSP
I,PRP
have,V
never,R
shown,V
her,PRP
my,DT
true,J
feelings,N
,
pdai,G_N
mt,G_PRP
kriyu,G_N
,
Kya,G_J
,
Chalo,PRT
ko,PSP
guarantee,V
ab,R
,
kuch,SYM
nhi,N
hoga,N
jaagne,N
se,PRP
its,N
too,R
late,J
,
Lake,N
View,N
Point,N
Me,PRP
Aake,V
Jama,N
Kar,X
Lete,V
Hain,V
Isko,N
Dono,N
Mil,N
Ke,X
,
good,G_J
,
u,PRP
came,V
to,PSP
knw,V
dat,DT
ladies,N
cant,V
do,V
susu,X
by,PSP
standing,V
as,PSP
we,PRP
do,V
,
I,PRP
passed,V
out,PRT
a,DT
few,J
years,N
ago,R
and,CC
these,PRP
days,N
at,PSP
work,N
I,PRP
still,R
spend,V
all,DT
my,DT
time,N
stalking,V
IITB,N
girls,N
pics,N
and,CC
fantasizing,V
about,PSP
them,PRP
I,PRP
used,V
to,PRT
do,V
the,DT
same,J
thing,N
in,PSP
IITB,N
as,PSP
well,J
,
mandir,G_N
jaynge,G_N
,
people,N
who,PRP
pee,N
in,PSP
a,DT
public,N
pool,N
get,V
AIDS,N
Its,PRP
not,PRT
medically,R
proven,J
but,CC
just,J
an,DT
unwritten,V
law,N
of,PSP
KARMA,N
,
haaa,G_J
janti,G_N
hu,G_V
shayd,G_V
,
RT,R
Baa,N
dahej,V
me,PRP
kya,N
diya,N
son,N
BacardiBaa,N
the,DT
spirit,N
,
saying,V
ka,PSP
toh,PRT
se,PSP
bhi,PRT
bura,J
Chal,PRT
chup,PRT
compare,V
Humshakals,J
with,PSP
Himmatwala,J
,
Bhai,N
party,N
to,PSP
banti,V
hai,V
,
Avni,G_N
didi,G_N
ka,G_N
bhi,G_N
aise,G_R
Hi,G_N
nahi,G_N
nahi,G_N
bolta,G_J
tha,G_SYM
,
to,PRT
ka,PSP
kaam,V
ne,PSP
achcha,J
kiya,V
mujh,PRP
se,PSP
to,PRT
ho,V
nahin,PRT
paya,V
,
are,G_V
,
tention,G_N
lene,G_V
se,PSP
kuch,G_SYM
ni,G_PRT
hota,G_N
,
To,PSP
acchi,G_J
bat,G_N
hai,G_V
na,G_PRT
,
Mandir,G_N
gaya,G_N
main,G_N
bdday,G_N
kaisa,G_N
raha,G_N
di,G_V
,
isi,PRP
khushi,N
k,PSP
mauke,N
pe,PSP
sab,SYM
AIB,N
k,CC
team,N
ko,PSP
gaaliyan,N
deke,V
khushi,N
manao,V
,
Ewwwww,PRT
now,R
I,PRP
cannot,V
eat,V
the,DT
Maggi,N
I,PRP
just,J
made,V
,
fir,G_N
pd,G_N
liyu,G_V
,
or,CC
btaaa,G_N
,
Fazool,E
batein,N
kr,PRP
rahi,N
hai,V
,
Abhi,G_N
to,PSP
main,G_N
hafte,G_V
bhar,G_N
hi,G_PRT
aaya,G_N
hu,G_V
,
Why,R
is,V
it,PRP
that,PRP
when,R
a,DT
boy,N
tries,V
to,PRT
have,V
he,V
is,V
called,V
a,DT
or,CC
but,CC
if,PSP
a,DT
girl,N
does,V
the,DT
SAME,J
thing,N
she,PRP
is,V
called,V
a,DT
,
Bikull,G_J
Haha,G_N
Burger,G_N
ek,G_PRP
or,CC
bhukhe,G_N
Bhut,G_N
nainsaafi,G_N
reðŸ˜œðŸ˜…ðŸ˜…,G_V
,
woh,N
kaam,N
ground,N
staf,N
ne,PSP
bekaar,X
pitch,N
bana,N
kar,X
kardya,N
,
we,PRP
loveeeeeee,V
,
Indian,J
after,PSP
watching,V
Dekho,V
ji,PRT
ke,PSP
ko,PSP
kuch,SYM
,
Abbe,G_N
o,CC
,
hmmm,G_PRT
sahi,G_N
pkde,G_N
,
Pakistani,N
woman,N
team,V
ny,PRT
apna,N
kaam,PRP
kardia,N
hai,V
ab,X
mans,N
team,PRP
ki,PRP
bari,V
hai,V
,
Anuj,N
Sharma,N
,
Ap,G_J
puja,G_N
se,PSP
puch,G_SYM
kena,G_N
,
Grad,N
school,N
dude,N
,
I,PRP
was,V
Rajan,N
but,CC
I,PRP
had,V
to,PRT
change,N
my,DT
identity,N
because,PSP
I,PRP
joined,V
RAW,N
My,DT
mission,N
is,V
over,PSP
so,R
I,PRP
am,V
back,N
to,PRT
Rajan,N
,
Yoo,G_PRT
,
Before,PSP
coming,V
to,PSP
Bombay,N
I,PRP
was,V
a,DT
virgin,N
Now,R
after,CC
semesters,N
I,PRP
have,V
a,DT
big,J
bag,N
of,PSP
lingerie,N
in,CC
my,DT
closet,N
and,PSP
done,V
more,J
than,PSP
a,DT
few,J
very,R
questionable,J
things,N
I,PRP
am,PRP
proud,J
as,R
I,PRP
learned,V
some,PRP
tricks,N
along,PSP
the,DT
way,N
and,PSP
had,V
a,DT
great,J
time,N
as,R
well,R
I,PRP
think,V
this,PRP
is,V
a,DT
part,N
of,PSP
growing,V
up,R
however,R
our,PRP
society,N
is,V
fucked,V
up,R
to,PSP
an,DT
extent,N
where,R
we,PRP
question,V
our,PRP
virtue,J
I,PRP
hope,V
you,PRP
all,DT
of,PSP
my,DT
generation,N
will,V
bring,V
up,R
our,PRP
kids,N
to,PSP
be,V
free,J
thinkers,N
who,PRP
enjoy,V
hedonism,X
rather,R
than,PSP
feel,V
guilty,J
because,PSP
of,PSP
social,J
programming,N
,
Sahu,N
ki,PSP
to,PRT
nikal,V
padi,V
faaltu,J
mein,PSP
rota,V
rehta,V
tha,V
Ranjan,N
Sahu,N
prakash,V
daalo,R
is,V
mamle,N
per,PSP
,
My,PRP
gf,N
just,R
got,V
her,PRP
braces,N
taken,V
off,V
and,PSP
now,R
she,PRP
can,V
get,V
back,R
to,PSP
doing,V
more,R
interesting,J
stuff,N
to,PSP
me,PRP
on,PSP
Sundays,N
when,R
we,PRP
meet,V
been,V
more,J
than,PSP
a,DT
year,N
am,PRP
I,PRP
way,R
too,R
excited,J
about,CC
this,PRP
,
Unhone,G_N
appoint,G_N
kara,G_N
ha,G_PRT
Ohho,G_N
Ye,G_PRP
ha,G_PRT
Wo,G_R
CA,G_N
wale,G_N
students,G_N
ko,PSP
appoint,G_N
karte,G_V
hain,G_V
ky@,G_PRP
,
batman,N
jeet,N
gaya,N
,
That,PRP
Spin,V
Kuch,SYM
nai,PRT
ho,V
sakta,V
ka,PRT
mei,PSP
,
Toss,V
bhi,PRT
humne,PRP
jita,V
tha,V
bhi,PRT
hum,PRP
hi,PRT
jitenge,V
or,CC
bhi,PRT
hum,PRP
hi,V
jitenge,V
,
Namaskar,G_N
didi,G_N
,
Mohit,N
gets,V
Faf,N
and,CC
Dhoni,N
smiles,V
Chepauk,V
le,V
IPL,N
net,N
practice,V
panreengla,N
,
Rapais,N
ki,PRP
calor,V
,
Abe,G_V
hr,G_N
nd,CC
accounts,G_V
me,G_PRP
checking,G_V
,
kya,G_J
,
machao,J
bhai,N
log,N
,
Mammi,G_N
b,G_V
thk,G_N
thak,G_V
hain,G_V
Hospital,G_J
gayi,G_N
hain,G_V
chachi,G_N
ka,G_N
xhekup,G_N
karwane,G_V
,
Saksham,N
Jain,N
,
to,PSP
kr,G_V
Phle,G_N
,
Ghr,G_N
aayi,G_N
jldi,G_N
but,CC
whi,G_PRP
ghr,G_N
pe,PSP
hun,G_V
,
Are,G_V
hai,G_V
Kyu,G_J
nahi,G_N
hoga,G_N
,
thanks,N
bhai,N
Tere,N
Tweet,J
Ka,N
Wait,R
Tha,X
Mujhe,N
,
hmmm,G_PRT
,
Birds,N
of,PSP
a,DT
feather,N
flock,N
together,R
,
oyeeeee,PRT
Light,N
Aaaagai,V
pehli,N
baar,PRT
light,N
aane,N
ki,PSP
itni,PRT
khushi,N
hui,V
hai,V
BC,PRT
,
Ohhoh,G_N
Hrhe,G_N
Aaja,G_N
bhai,G_N
Gujiya,G_N
khaleðŸ˜‰,G_N
Mne,G_N
bnayi,G_N
,
ke,PSP
liye,PSP
Bata,V
dun,V
ki,PSP
se,PSP
me,PSP
tak,PSP
ek,SYM
to,PSP
Kya,PRP
ek,SYM
toss,V
tak,PSP
nhi,PRT
jita,V
Hai,V
feeling,V
proud,J
,
May,G_V
this,DT
season,G_N
of,PSP
color,G_N
bring,G_V
you,G_PRP
cheer,G_J
and,CC
happiness,G_V
May,G_V
the,DT
colors,G_N
of,PSP
the,DT
Holi,G_N
continues,G_N
to,PSP
illuminate,G_V
your,DT
life,G_N
and,CC
,
iit,N
delhi,N
fresher,N
boys,N
iim,N
kozhikode,N
and,CC
iim,N
ahmedabad,N
mba,N
1st,SYM
year,N
boys,N
iiml,N
class,N
boys,N
iimb,N
pgp,N
boys,N
check,V
ur,PRP
message,N
in,PSP
other,J
dont,V
check,V
message,N
in,PSP
inbox,N
check,V
message,N
only,R
in,PSP
other,J
other,J
folder,N
is,V
next,R
to,PRT
inbox,N
folder,N
,
mera,G_N
kuch,G_N
ni,G_PRT
malum,G_N
main,G_N
kb,G_N
shopping,G_V
kr,G_PRP
lu,G_N
,
Kaun,PRP
kambakht,PRT
job,N
satisfaction,N
ke,PSP
liye,PSP
kaam,N
karta,V
hai,V
Hum,PRP
to,PRT
office,N
jate,V
hain,V
taaki,CC
fast,J
internet,N
ke,PSP
maze,N
ley,V
sake,V
youtube,N
dekh,V
sake,V
,
Ghar,G_N
ja,G_N
ra,PSP
hu,G_V
ab,PSP
bus,G_N
em,G_PRP
,
I,PRP
can,V
also,R
relate,V
to,CC
this,PRP
as,R
I,PRP
too,R
was,V
always,R
a,DT
curious,J
being,V
I,PRP
am,PRP
sure,J
you,PRP
are,V
not,R
alone,R
with,PSP
this,DT
feeling,N
Hypothetically,R
in,CC
every,SYM
college,N
similar,J
things,N
happen,V
every,SYM
year,N
And,CC
everyone,N
of,CC
us,PRP
would,V
like,V
to,CC
say,V
Best,J
of,CC
Luck,N
to,CC
the,DT
new,J
team,N
About,PSP
your,PRP
experience,N
as,R
organiser,N
I,PRP
am,PRP
sure,J
it,PRP
will,V
always,R
be,V
a,DT
memory,N
to,CC
cherish,V
And,CC
I,PRP
am,PRP
very,R
sure,J
being,V
a,DT
CG,X
is,V
not,R
the,DT
only,R
thing,N
you,PRP
can,V
dream,V
of,CC
in,CC
life,N
Dream,V
Bigger,J
Amen,PRT
,
RT,R
That,PRP
Wicked,V
Laugh,N
of,PSP
This,DT
Man,N
Shah,N
Rukh,N
Khan,X
Udne,N
Ki,PRP
Bat,X
Parinde,N
Krte,N
Hain,V
Madan,N
ChopraTute,V
Hue,N
Par,X
Nahi,N
,
Reminds,V
me,PRP
of,PSP
Ravi,N
Bhoraskar,N
Jaspreet,N
Saluja,N
Shainky,N
,
bdbo,G_N
aa,PSP
rhi,G_N
,
lol,X
dhyaan,N
se,PSP
dekho,V
pinned,V
tweets,N
change,N
hoti,V
hai,V
,
Lag,G_V
to,PSP
na,G_PRT
Kya,G_N
lag,G_V
raha,G_V
hai,G_V
,
New,J
page,N
IITB,N
classifieds,N
,
bus,N
office,N
he,PRT
hn,V
Sat,N
thora,SYM
thanda,J
hota,N
hay,V
kaam,N
k,PSP
point,N
of,PSP
view,N
say,PSP
you,PRP
know,V
,
Kay,PSP
Main,PSP
Nay,PSP
Ko,PSP
Say,PSP
Hara,V
Diya,V
Nay,PSP
Banaye,V
,
My,DT
brother,N
I,PRP
we,PRP
both,N
are,PSP
here,R
in,PSP
IITB,N
He,V
never,R
tells,V
me,PRP
about,PSP
his,PRP
grades,N
and,CC
courses,N
or,CC
how,R
many,J
problems,N
he,V
has,V
faced,V
in,PSP
IITB,N
but,CC
I,PRP
just,J
want,V
to,PRT
tell,V
him,PRP
whatever,R
are,PSP
your,DT
grades,N
better,J
then,R
mine,N
or,CC
not,PRT
I,PRP
will,V
always,R
respect,V
you,PRP
You,PRP
are,PSP
my,DT
inspiration,N
in,PSP
life,N
and,CC
you,PRP
are,PSP
the,DT
most,R
hardworking,J
person,N
ever,R
seen,V
in,PSP
my,DT
life,N
after,PSP
our,DT
father,N
,
niii,G_J
re,G_N
,
wah,PRT
,
Brilliant,J
Answer,N
By,PSP
Boy,N
Friend,N
on,PSP
Break,N
Up,PSP
Girl,N
Tumhe,PRP
Mere,PRP
Jaisi,R
Ladki,N
Nahi,PRT
Milegi,V
Boy,N
Chill,V
,
He,V
is,V
helping,V
me,PRP
out,PRT
since,PSP
2nd,SYM
sem,N
how,R
can,V
i,PRP
forget,V
to,PRT
thank,N
him,PRP
,
Aacha,G_N
g,G_N
yr,G_N
time,G_N
ki,G_PRP
bdi,G_V
dikat,G_V
hai,G_V
Same,G_J
,
M2K,X
There,DT
was,V
a,DT
very,R
nbdu,J
PhD,N
dude,N
in,PSP
my,DT
lab,N
and,PSP
he,PRP
was,V
really,R
bad,J
in,PSP
English,N
He,PRP
asked,V
me,PRP
to,CC
proofread,V
a,DT
paper,N
he,PRP
wrote,V
I,PRP
spent,V
weeks,N
sitting,V
on,PSP
it,DT
doing,V
nothing,N
at,CC
the,DT
last,J
minute,N
I,PRP
told,V
him,PRP
it,DT
needs,V
a,DT
full,J
rewrite,V
as,PSP
the,DT
language,N
is,V
very,R
bad,J
and,PSP
made,V
up,R
a,DT
fart,J
story,N
saying,V
how,R
hard,J
I,PRP
have,V
been,V
working,V
on,PSP
his,PRP
paper,N
since,CC
weeks,N
etc,X
etc,X
In,PSP
the,DT
end,N
I,PRP
rewrote,V
it,DT
in,PSP
hours,N
and,PSP
handed,V
it,DT
over,PRT
his,PRP
prof,X
was,V
so,R
impressed,J
he,PRP
asked,V
how,R
and,PSP
the,DT
nbdu,N
told,V
him,PRP
he,PRP
took,V
my,DT
help,N
the,DT
prof,X
insisted,V
that,PRP
my,DT
name,N
be,V
written,V
as,PSP
a,DT
And,CC
how,R
a,DT
gets,V
a,DT
paper,N
published,V
with,PRP
a,DT
highly,R
reputed,J
prof,X
in,PSP
an,DT
international,N
journal,N
,
mobile,N
number,N
in,PSP
technically,R
possible,J
though,PSP
both,N
were,V
started,V
in,PSP
i,PRP
think,V
,
Hell,PRT
yeah,PRT
Scored,V
Before,CC
Graduating,V
,
yaha,G_PRT
ja,G_N
,
cheen,V
ke,PSP
haasil,V
kiya,V
hai,V
yeh,PRP
aaj,R
So,R
proud,J
of,PSP
u,PRP
,
Vdya,G_PRT
,
Ha,G_PRT
Gud,G_N
,
hello,G_PRT
bol,G_N
de,PSP
,
our,PRP
campus,N
outfit,N
,
Aaj,X
pure,N
din,X
cricket,X
visheshagya,N
apna,N
vichar,X
vyakt,N
karenge,N
,
Kitne,G_N
mei,G_N
mila,G_N
bhayya,G_N
,
I,PRP
have,V
a,DT
huge,R
crush,N
on,PSP
a,DT
gal,N
who,PRP
is,V
in,PSP
EE,N
2nd,SYM
year,N
I,PRP
know,V
her,PRP
name,N
I,PRP
want,V
to,PRT
go,V
ahead,R
but,CC
I,PRP
know,V
how,R
Please,R
help,V
me,PRP
machaoo,J
seniors,N
of,PSP
IITB,N
,
deekh,V
loh,V
ne,PSP
liyah,V
hain,V
abh,PRP
to,PSP
pe,PSP
nahin,PRT
hain,V
,
Are,G_V
baalikay,G_N
,
